"ComputerName","CurrentUser","Manufacturer","Model","SerialNumber","WindowsVersion","BuildNumber","InstallDate","LastBootTime","SystemUptime","CPUName","Cores","LogicalProcessors","CurrentLoad","TotalRamGB","FreeRamGB","UsedRamGB","UsedRamPercentage","Drive","SizeGB","FreeSpaceGB","FreeSpacePercentage","DiskHealth","Adapter","IPAddress","Gateway","DNSServer","MacAddress","NetworkStatus","RunningServices","StoppedServices","AutomaticStopped","ServiceHealth","OverallHealth"
"LAPTOP-8D7GT33G","LAPTOP-8D7GT33G\kataw","HP","HP Laptop 15-dy1xxx","5CD019055T","10.0.26100","26100","2025-02-05 12:15:16 AM","2026-08-13 3:57:42 PM","7.00:14:53.2839508","Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz","4","8","34","7.70","1.18","6.52","84.70%","C","475.81","221.54","46.56%","Healthy","Wi-Fi","192.168.2.175","192.168.2.1","192.168.2.1, 207.164.234.193","70-66-55-63-C2-E1","Up","150","179","9","Warning","Warning"
